,categories,test_takers,total_mean,erw_mean,math_mean,met_both,met_neither,erw_met,math_met,year,state,participation
1465,asian,182.0,1219.0,592.0,627.0,0.71,0.12,0.84,0.76,2019,new-mexico,0.18
1466,black,76.0,1033.0,518.0,514.0,0.45,0.37,0.62,0.46,2019,new-mexico,0.18
1467,latino,1842.0,1010.0,511.0,499.0,0.35,0.37,0.61,0.37,2019,new-mexico,0.18
1468,pacific,2.0,,,,,,,,2019,new-mexico,0.18
1469,white,1286.0,1150.0,585.0,565.0,0.61,0.14,0.85,0.62,2019,new-mexico,0.18
1470,multi,140.0,1149.0,581.0,568.0,0.62,0.16,0.84,0.63,2019,new-mexico,0.18
1471,no_race,80.0,987.0,505.0,483.0,0.3,0.44,0.56,0.3,2019,new-mexico,0.18
1472,female,2043.0,1064.0,543.0,521.0,0.43,0.28,0.71,0.44,2019,new-mexico,0.18
1473,male,1660.0,1084.0,542.0,543.0,0.51,0.27,0.7,0.53,2019,new-mexico,0.18
1474,total,162179.0,1064.0,531.0,533.0,0.48,0.29,0.68,0.51,2019,new-york,0.79
1475,native,820.0,930.0,465.0,465.0,0.22,0.53,0.42,0.26,2019,new-york,0.79
1476,asian,17980.0,1184.0,568.0,616.0,0.68,0.16,0.78,0.75,2019,new-york,0.79
1477,black,23228.0,944.0,479.0,466.0,0.22,0.51,0.47,0.24,2019,new-york,0.79
1478,latino,41100.0,975.0,491.0,484.0,0.29,0.44,0.53,0.32,2019,new-york,0.79
1479,pacific,221.0,1000.0,501.0,499.0,0.37,0.41,0.57,0.39,2019,new-york,0.79
1480,white,64557.0,1151.0,574.0,577.0,0.67,0.12,0.86,0.7,2019,new-york,0.79
1481,multi,4688.0,1120.0,562.0,557.0,0.57,0.19,0.79,0.59,2019,new-york,0.79
1482,no_race,9585.0,911.0,457.0,455.0,0.21,0.61,0.37,0.24,2019,new-york,0.79
1483,female,84329.0,1061.0,534.0,527.0,0.47,0.28,0.69,0.49,2019,new-york,0.79
1484,male,77691.0,1068.0,528.0,541.0,0.5,0.31,0.66,0.53,2019,new-york,0.79
1485,total,54462.0,1100.0,554.0,546.0,0.53,0.21,0.77,0.55,2019,north-carolina,0.51
1486,native,389.0,981.0,494.0,487.0,0.25,0.41,0.56,0.28,2019,north-carolina,0.51
1487,asian,2859.0,1245.0,605.0,640.0,0.78,0.09,0.87,0.81,2019,north-carolina,0.51
1488,black,11285.0,960.0,485.0,475.0,0.22,0.48,0.5,0.24,2019,north-carolina,0.51
1489,latino,6050.0,1046.0,527.0,519.0,0.42,0.28,0.69,0.45,2019,north-carolina,0.51
1490,pacific,39.0,1075.0,543.0,533.0,0.44,0.15,0.79,0.49,2019,north-carolina,0.51
1491,white,30052.0,1154.0,583.0,571.0,0.66,0.1,0.88,0.68,2019,north-carolina,0.51
1492,multi,2736.0,1088.0,550.0,537.0,0.49,0.22,0.76,0.51,2019,north-carolina,0.51
1493,no_race,1052.0,1033.0,522.0,511.0,0.38,0.35,0.63,0.4,2019,north-carolina,0.51
1494,female,30251.0,1089.0,553.0,535.0,0.5,0.21,0.77,0.51,2019,north-carolina,0.51
1495,male,24202.0,1114.0,555.0,559.0,0.58,0.21,0.76,0.61,2019,north-carolina,0.51
1496,total,149.0,1263.0,627.0,636.0,0.83,0.05,0.91,0.87,2019,north-dakota,0.02
1497,native,0.0,,,,,,,,2019,north-dakota,0.02
1498,asian,10.0,1335.0,630.0,705.0,0.8,0.0,0.8,1.0,2019,north-dakota,0.02
1499,black,6.0,,,,,,,,2019,north-dakota,0.02
1500,latino,6.0,,,,,,,,2019,north-dakota,0.02
1501,pacific,0.0,,,,,,,,2019,north-dakota,0.02
1502,white,115.0,1277.0,634.0,642.0,0.86,0.03,0.94,0.89,2019,north-dakota,0.02
1503,multi,8.0,,,,,,,,2019,north-dakota,0.02
1504,no_race,4.0,,,,,,,,2019,north-dakota,0.02
1505,female,79.0,1242.0,622.0,620.0,0.8,0.06,0.9,0.84,2019,north-dakota,0.02
1506,male,70.0,1286.0,633.0,653.0,0.87,0.04,0.93,0.9,2019,north-dakota,0.02
1507,total,22904.0,1097.0,550.0,548.0,0.53,0.26,0.72,0.56,2019,ohio,0.19
1508,native,114.0,884.0,438.0,445.0,0.11,0.69,0.28,0.14,2019,ohio,0.19
1509,asian,1534.0,1275.0,614.0,661.0,0.8,0.09,0.85,0.86,2019,ohio,0.19
1510,black,3566.0,912.0,462.0,450.0,0.17,0.6,0.38,0.19,2019,ohio,0.19
1511,latino,1549.0,1017.0,514.0,503.0,0.37,0.39,0.6,0.39,2019,ohio,0.19
1512,pacific,22.0,912.0,447.0,465.0,0.14,0.55,0.41,0.18,2019,ohio,0.19
1513,white,14077.0,1148.0,576.0,572.0,0.64,0.16,0.82,0.66,2019,ohio,0.19
1514,multi,1086.0,1086.0,547.0,539.0,0.5,0.26,0.72,0.52,2019,ohio,0.19
1515,no_race,956.0,928.0,468.0,460.0,0.22,0.59,0.39,0.24,2019,ohio,0.19
1516,female,11860.0,1091.0,552.0,539.0,0.51,0.25,0.73,0.53,2019,ohio,0.19
1517,male,11041.0,1104.0,548.0,557.0,0.56,0.27,0.7,0.59,2019,ohio,0.19
1518,total,9272.0,963.0,490.0,472.0,0.27,0.49,0.49,0.29,2019,oklahoma,0.22
1519,native,436.0,902.0,462.0,439.0,0.16,0.61,0.38,0.18,2019,oklahoma,0.22
1520,asian,431.0,1115.0,550.0,565.0,0.54,0.26,0.69,0.58,2019,oklahoma,0.22
1521,black,1417.0,843.0,429.0,413.0,0.07,0.76,0.23,0.08,2019,oklahoma,0.22
1522,latino,1873.0,904.0,459.0,444.0,0.17,0.61,0.37,0.18,2019,oklahoma,0.22
1523,pacific,21.0,837.0,425.0,412.0,0.14,0.76,0.24,0.14,2019,oklahoma,0.22
1524,white,3648.0,1039.0,531.0,508.0,0.4,0.32,0.67,0.41,2019,oklahoma,0.22
1525,multi,906.0,1005.0,513.0,492.0,0.34,0.41,0.58,0.35,2019,oklahoma,0.22
1526,no_race,540.0,828.0,423.0,405.0,0.08,0.78,0.21,0.09,2019,oklahoma,0.22
1527,female,4713.0,965.0,497.0,468.0,0.26,0.47,0.52,0.27,2019,oklahoma,0.22
1528,male,4544.0,961.0,484.0,476.0,0.28,0.52,0.46,0.31,2019,oklahoma,0.22
1529,total,18625.0,1112.0,562.0,550.0,0.55,0.18,0.8,0.58,2019,oregon,0.51
1530,native,172.0,993.0,497.0,496.0,0.34,0.38,0.58,0.38,2019,oregon,0.51
1531,asian,1546.0,1200.0,583.0,617.0,0.71,0.13,0.82,0.76,2019,oregon,0.51
1532,black,356.0,970.0,492.0,478.0,0.27,0.46,0.53,0.28,2019,oregon,0.51
1533,latino,3097.0,1010.0,510.0,500.0,0.34,0.36,0.62,0.36,2019,oregon,0.51
1534,pacific,84.0,942.0,477.0,465.0,0.21,0.49,0.5,0.23,2019,oregon,0.51
1535,white,11607.0,1136.0,577.0,560.0,0.61,0.13,0.85,0.63,2019,oregon,0.51
1536,multi,1279.0,1131.0,574.0,557.0,0.6,0.14,0.84,0.61,2019,oregon,0.51
1537,no_race,484.0,1028.0,522.0,506.0,0.39,0.37,0.62,0.4,2019,oregon,0.51
1538,female,10454.0,1094.0,559.0,536.0,0.5,0.2,0.79,0.51,2019,oregon,0.51
1539,male,8164.0,1135.0,566.0,569.0,0.63,0.16,0.81,0.65,2019,oregon,0.51
1540,total,95794.0,1082.0,545.0,537.0,0.5,0.23,0.75,0.52,2019,pennsylvania,0.7
1541,native,287.0,956.0,479.0,477.0,0.25,0.49,0.47,0.29,2019,pennsylvania,0.7
1542,asian,5603.0,1202.0,581.0,621.0,0.71,0.14,0.81,0.77,2019,pennsylvania,0.7
1543,black,9820.0,911.0,464.0,447.0,0.17,0.58,0.41,0.18,2019,pennsylvania,0.7
1544,latino,8967.0,979.0,498.0,481.0,0.29,0.42,0.56,0.31,2019,pennsylvania,0.7
1545,pacific,65.0,962.0,484.0,478.0,0.26,0.45,0.52,0.29,2019,pennsylvania,0.7
1546,white,64724.0,1119.0,564.0,554.0,0.58,0.15,0.84,0.6,2019,pennsylvania,0.7
1547,multi,3657.0,1071.0,543.0,528.0,0.45,0.25,0.74,0.47,2019,pennsylvania,0.7
1548,no_race,2671.0,945.0,479.0,466.0,0.26,0.52,0.46,0.28,2019,pennsylvania,0.7
1549,female,51863.0,1070.0,545.0,525.0,0.46,0.23,0.75,0.48,2019,pennsylvania,0.7
1550,male,43902.0,1097.0,546.0,551.0,0.55,0.23,0.75,0.58,2019,pennsylvania,0.7
1551,total,11478.0,995.0,503.0,492.0,0.34,0.42,0.56,0.36,2019,rhode-island,1.0
1552,native,159.0,797.0,406.0,392.0,0.06,0.87,0.13,0.07,2019,rhode-island,1.0
1553,asian,491.0,1119.0,543.0,576.0,0.55,0.26,0.69,0.6,2019,rhode-island,1.0
1554,black,935.0,872.0,442.0,430.0,0.13,0.66,0.32,0.15,2019,rhode-island,1.0
1555,latino,2393.0,903.0,457.0,446.0,0.17,0.61,0.37,0.19,2019,rhode-island,1.0
1556,pacific,22.0,865.0,430.0,435.0,0.05,0.73,0.23,0.09,2019,rhode-island,1.0
1557,white,6658.0,1046.0,530.0,516.0,0.43,0.31,0.67,0.44,2019,rhode-island,1.0
1558,multi,534.0,983.0,500.0,483.0,0.3,0.43,0.55,0.32,2019,rhode-island,1.0
1559,no_race,286.0,904.0,456.0,448.0,0.22,0.6,0.39,0.22,2019,rhode-island,1.0
1560,female,5758.0,1003.0,512.0,492.0,0.34,0.39,0.6,0.35,2019,rhode-island,1.0
1561,male,5707.0,986.0,494.0,492.0,0.33,0.45,0.52,0.36,2019,rhode-island,1.0
1562,total,31633.0,1030.0,526.0,504.0,0.38,0.32,0.66,0.39,2019,south-carolina,0.68
1563,native,184.0,934.0,478.0,455.0,0.18,0.52,0.47,0.18,2019,south-carolina,0.68
1564,asian,897.0,1155.0,565.0,590.0,0.64,0.16,0.79,0.69,2019,south-carolina,0.68
1565,black,7223.0,906.0,463.0,443.0,0.13,0.6,0.39,0.14,2019,south-carolina,0.68
1566,latino,2592.0,1004.0,512.0,492.0,0.32,0.36,0.63,0.34,2019,south-carolina,0.68
1567,pacific,44.0,942.0,481.0,461.0,0.16,0.55,0.43,0.18,2019,south-carolina,0.68
1568,white,17837.0,1090.0,557.0,533.0,0.5,0.19,0.8,0.51,2019,south-carolina,0.68
1569,multi,1417.0,1038.0,530.0,507.0,0.36,0.3,0.69,0.38,2019,south-carolina,0.68
1570,no_race,1439.0,881.0,450.0,431.0,0.11,0.65,0.34,0.12,2019,south-carolina,0.68
1571,female,17153.0,1026.0,529.0,497.0,0.35,0.31,0.68,0.36,2019,south-carolina,0.68
1572,male,14422.0,1035.0,522.0,513.0,0.41,0.34,0.64,0.43,2019,south-carolina,0.68
1573,total,266.0,1268.0,633.0,635.0,0.82,0.06,0.94,0.82,2019,south-dakota,0.03
1574,native,3.0,,,,,,,,2019,south-dakota,0.03
1575,asian,26.0,1326.0,634.0,692.0,0.88,0.08,0.88,0.92,2019,south-dakota,0.03
1576,black,7.0,,,,,,,,2019,south-dakota,0.03
1577,latino,14.0,1165.0,590.0,575.0,0.57,0.29,0.71,0.57,2019,south-dakota,0.03
1578,pacific,0.0,,,,,,,,2019,south-dakota,0.03
1579,white,196.0,1272.0,638.0,634.0,0.84,0.03,0.97,0.84,2019,south-dakota,0.03
1580,multi,18.0,1291.0,651.0,640.0,0.78,0.06,0.94,0.78,2019,south-dakota,0.03
1581,no_race,2.0,,,,,,,,2019,south-dakota,0.03
1582,female,155.0,1247.0,626.0,621.0,0.79,0.06,0.94,0.8,2019,south-dakota,0.03
1583,male,111.0,1297.0,644.0,653.0,0.85,0.05,0.95,0.85,2019,south-dakota,0.03
1584,total,4374.0,1220.0,618.0,602.0,0.74,0.08,0.91,0.75,2019,tennessee,0.07
1585,native,6.0,,,,,,,,2019,tennessee,0.07
1586,asian,509.0,1314.0,637.0,677.0,0.86,0.06,0.91,0.89,2019,tennessee,0.07
1587,black,378.0,1082.0,555.0,528.0,0.48,0.2,0.77,0.51,2019,tennessee,0.07
1588,latino,299.0,1158.0,587.0,571.0,0.64,0.11,0.88,0.65,2019,tennessee,0.07
1589,pacific,1.0,,,,,,,,2019,tennessee,0.07
1590,white,2841.0,1243.0,633.0,610.0,0.79,0.04,0.95,0.79,2019,tennessee,0.07
1591,multi,170.0,1241.0,631.0,611.0,0.82,0.08,0.92,0.82,2019,tennessee,0.07
1592,no_race,170.0,971.0,494.0,477.0,0.31,0.46,0.52,0.33,2019,tennessee,0.07
1593,female,2278.0,1207.0,618.0,589.0,0.71,0.07,0.92,0.72,2019,tennessee,0.07
1594,male,2094.0,1235.0,618.0,617.0,0.77,0.08,0.9,0.79,2019,tennessee,0.07
1595,total,236665.0,1022.0,515.0,507.0,0.37,0.36,0.62,0.39,2019,texas,0.68
1596,native,1339.0,911.0,458.0,454.0,0.19,0.59,0.39,0.21,2019,texas,0.68
1597,asian,15691.0,1212.0,591.0,621.0,0.73,0.13,0.83,0.77,2019,texas,0.68
1598,black,27654.0,936.0,475.0,461.0,0.2,0.52,0.46,0.21,2019,texas,0.68
1599,latino,112088.0,961.0,484.0,476.0,0.25,0.47,0.51,0.27,2019,texas,0.68
1600,pacific,353.0,978.0,490.0,488.0,0.31,0.44,0.54,0.33,2019,texas,0.68
1601,white,67418.0,1117.0,565.0,552.0,0.57,0.16,0.82,0.59,2019,texas,0.68
1602,multi,6998.0,1090.0,552.0,538.0,0.49,0.2,0.78,0.51,2019,texas,0.68
1603,no_race,5124.0,914.0,461.0,453.0,0.2,0.59,0.39,0.22,2019,texas,0.68
1604,female,125104.0,1017.0,517.0,500.0,0.35,0.35,0.63,0.36,2019,texas,0.68
1605,male,111254.0,1027.0,512.0,515.0,0.4,0.37,0.6,0.43,2019,texas,0.68
1606,total,1506.0,1230.0,614.0,615.0,0.75,0.07,0.9,0.78,2019,utah,0.04
1607,native,2.0,,,,,,,,2019,utah,0.04
1608,asian,207.0,1236.0,578.0,659.0,0.75,0.08,0.8,0.88,2019,utah,0.04
1609,black,36.0,1001.0,509.0,491.0,0.36,0.28,0.69,0.39,2019,utah,0.04
1610,latino,168.0,1151.0,585.0,566.0,0.63,0.13,0.86,0.64,2019,utah,0.04
1611,pacific,7.0,,,,,,,,2019,utah,0.04
1612,white,936.0,1260.0,635.0,625.0,0.81,0.04,0.95,0.82,2019,utah,0.04
1613,multi,66.0,1250.0,630.0,620.0,0.82,0.03,0.95,0.83,2019,utah,0.04
1614,no_race,84.0,1139.0,577.0,562.0,0.52,0.14,0.85,0.54,2019,utah,0.04
1615,female,792.0,1204.0,610.0,595.0,0.72,0.07,0.9,0.74,2019,utah,0.04
1616,male,714.0,1257.0,619.0,638.0,0.79,0.07,0.91,0.82,2019,utah,0.04
1617,total,4373.0,1106.0,560.0,546.0,0.54,0.18,0.79,0.56,2019,vermont,0.66
1618,native,38.0,942.0,483.0,459.0,0.18,0.5,0.42,0.26,2019,vermont,0.66
1619,asian,206.0,1203.0,566.0,638.0,0.67,0.11,0.78,0.79,2019,vermont,0.66
1620,black,109.0,968.0,486.0,482.0,0.28,0.51,0.45,0.31,2019,vermont,0.66
1621,latino,161.0,1057.0,541.0,516.0,0.46,0.24,0.73,0.49,2019,vermont,0.66
1622,pacific,1.0,,,,,,,,2019,vermont,0.66
1623,white,3546.0,1113.0,565.0,547.0,0.56,0.16,0.82,0.58,2019,vermont,0.66
1624,multi,163.0,1107.0,567.0,540.0,0.51,0.2,0.79,0.52,2019,vermont,0.66
1625,no_race,149.0,999.0,510.0,488.0,0.29,0.39,0.59,0.31,2019,vermont,0.66
1626,female,2315.0,1089.0,558.0,531.0,0.49,0.19,0.79,0.51,2019,vermont,0.66
1627,male,2054.0,1125.0,562.0,563.0,0.6,0.17,0.8,0.63,2019,vermont,0.66
1628,total,61182.0,1119.0,567.0,551.0,0.55,0.17,0.81,0.56,2019,virginia,0.68
1629,native,131.0,1012.0,517.0,495.0,0.31,0.28,0.7,0.32,2019,virginia,0.68
1630,asian,5944.0,1250.0,610.0,640.0,0.79,0.07,0.9,0.83,2019,virginia,0.68
1631,black,10882.0,972.0,497.0,475.0,0.23,0.42,0.56,0.25,2019,virginia,0.68
1632,latino,6762.0,1070.0,543.0,527.0,0.45,0.23,0.76,0.47,2019,virginia,0.68
1633,pacific,84.0,1082.0,546.0,536.0,0.52,0.2,0.79,0.54,2019,virginia,0.68
1634,white,31995.0,1159.0,590.0,568.0,0.64,0.09,0.9,0.65,2019,virginia,0.68
1635,multi,4111.0,1116.0,569.0,547.0,0.54,0.16,0.83,0.55,2019,virginia,0.68
1636,no_race,1273.0,1037.0,529.0,509.0,0.41,0.31,0.67,0.43,2019,virginia,0.68
1637,female,32807.0,1105.0,567.0,538.0,0.51,0.17,0.82,0.52,2019,virginia,0.68
1638,male,28366.0,1135.0,568.0,566.0,0.6,0.17,0.81,0.62,2019,virginia,0.68
1639,total,49630.0,1074.0,539.0,535.0,0.49,0.27,0.71,0.51,2019,washington,0.7
1640,native,503.0,933.0,471.0,462.0,0.2,0.53,0.45,0.23,2019,washington,0.7
1641,asian,5860.0,1160.0,563.0,597.0,0.64,0.18,0.76,0.69,2019,washington,0.7
1642,black,2413.0,928.0,470.0,458.0,0.2,0.55,0.44,0.22,2019,washington,0.7
1643,latino,8716.0,969.0,487.0,482.0,0.26,0.47,0.51,0.29,2019,washington,0.7
1644,pacific,547.0,922.0,461.0,461.0,0.2,0.59,0.38,0.22,2019,washington,0.7
1645,white,25324.0,1122.0,566.0,556.0,0.59,0.16,0.82,0.61,2019,washington,0.7
1646,multi,3448.0,1112.0,560.0,552.0,0.56,0.19,0.79,0.58,2019,washington,0.7
1647,no_race,2819.0,930.0,469.0,462.0,0.21,0.55,0.43,0.23,2019,washington,0.7
1648,female,26303.0,1067.0,541.0,526.0,0.46,0.26,0.72,0.48,2019,washington,0.7
1649,male,23272.0,1084.0,537.0,546.0,0.52,0.28,0.69,0.55,2019,washington,0.7
1650,total,17298.0,943.0,483.0,460.0,0.21,0.5,0.48,0.23,2019,west-virginia,0.99
1651,native,231.0,822.0,421.0,401.0,0.04,0.8,0.19,0.05,2019,west-virginia,0.99
1652,asian,192.0,1088.0,533.0,555.0,0.49,0.29,0.64,0.57,2019,west-virginia,0.99
1653,black,728.0,866.0,441.0,424.0,0.09,0.71,0.27,0.11,2019,west-virginia,0.99
1654,latino,438.0,948.0,486.0,462.0,0.24,0.48,0.52,0.24,2019,west-virginia,0.99
1655,pacific,16.0,856.0,439.0,416.0,0.06,0.75,0.25,0.06,2019,west-virginia,0.99
1656,white,14903.0,946.0,485.0,462.0,0.22,0.49,0.49,0.23,2019,west-virginia,0.99
1657,multi,536.0,967.0,498.0,469.0,0.23,0.43,0.57,0.24,2019,west-virginia,0.99
1658,no_race,254.0,909.0,468.0,441.0,0.14,0.56,0.42,0.16,2019,west-virginia,0.99
1659,female,8681.0,952.0,492.0,460.0,0.21,0.46,0.52,0.22,2019,west-virginia,0.99
1660,male,8599.0,934.0,474.0,460.0,0.22,0.54,0.44,0.24,2019,west-virginia,0.99
1661,total,1969.0,1283.0,635.0,648.0,0.84,0.05,0.92,0.87,2019,wisconsin,0.03
1662,native,4.0,,,,,,,,2019,wisconsin,0.03
1663,asian,389.0,1310.0,614.0,696.0,0.84,0.04,0.87,0.93,2019,wisconsin,0.03
1664,black,69.0,1110.0,560.0,550.0,0.54,0.25,0.74,0.55,2019,wisconsin,0.03
1665,latino,137.0,1153.0,580.0,573.0,0.65,0.14,0.85,0.66,2019,wisconsin,0.03
1666,pacific,1.0,,,,,,,,2019,wisconsin,0.03
1667,white,1259.0,1304.0,655.0,649.0,0.89,0.03,0.97,0.9,2019,wisconsin,0.03
1668,multi,71.0,1279.0,633.0,646.0,0.83,0.06,0.94,0.83,2019,wisconsin,0.03
1669,no_race,39.0,1162.0,567.0,595.0,0.62,0.21,0.74,0.67,2019,wisconsin,0.03
1670,female,1046.0,1267.0,635.0,632.0,0.82,0.05,0.92,0.84,2019,wisconsin,0.03
1671,male,923.0,1302.0,635.0,667.0,0.87,0.04,0.93,0.9,2019,wisconsin,0.03
1672,total,156.0,1238.0,623.0,615.0,0.75,0.06,0.92,0.76,2019,wyoming,0.03
1673,native,0.0,,,,,,,,2019,wyoming,0.03
1674,asian,9.0,,,,,,,,2019,wyoming,0.03
1675,black,1.0,,,,,,,,2019,wyoming,0.03
1676,latino,12.0,1078.0,546.0,533.0,0.25,0.25,0.75,0.25,2019,wyoming,0.03
1677,pacific,0.0,,,,,,,,2019,wyoming,0.03
1678,white,121.0,1254.0,632.0,621.0,0.82,0.05,0.95,0.82,2019,wyoming,0.03
1679,multi,10.0,1195.0,609.0,586.0,0.6,0.0,1.0,0.6,2019,wyoming,0.03
1680,no_race,3.0,,,,,,,,2019,wyoming,0.03
1681,female,94.0,1228.0,624.0,603.0,0.72,0.05,0.94,0.73,2019,wyoming,0.03
1682,male,62.0,1253.0,621.0,632.0,0.79,0.08,0.9,0.81,2019,wyoming,0.03
