,categories,test_takers,total_mean,erw_mean,math_mean,met_both,met_neither,erw_met,math_met,year,state,participation,diff_to_ave
268,latino,98.0,1225.0,621.0,604.0,0.77,0.05,0.93,0.79,2017,minnesota,0.03,-70.0
269,pacific,0.0,,,,,,,,2017,minnesota,0.03,
270,white,1293.0,1315.0,660.0,654.0,0.89,0.02,0.97,0.9,2017,minnesota,0.03,20.0
271,multi,84.0,1314.0,657.0,657.0,0.87,0.04,0.96,0.87,2017,minnesota,0.03,19.0
272,no_race,55.0,1244.0,627.0,617.0,0.71,0.05,0.85,0.8,2017,minnesota,0.03,-51.0
273,female,1025.0,1276.0,640.0,636.0,0.84,0.03,0.95,0.86,2017,minnesota,0.03,-19.0
274,male,1036.0,1314.0,648.0,666.0,0.87,0.04,0.94,0.9,2017,minnesota,0.03,19.0
275,total,716.0,1242.0,634.0,607.0,0.77,0.05,0.94,0.78,2017,mississippi,0.02,0.0
276,native,2.0,,,,,,,,2017,mississippi,0.02,
277,asian,64.0,1331.0,654.0,677.0,0.95,0.0,0.98,0.97,2017,mississippi,0.02,89.0
278,black,123.0,1076.0,557.0,519.0,0.46,0.2,0.79,0.46,2017,mississippi,0.02,-166.0
279,latino,29.0,1230.0,634.0,596.0,0.66,0.03,0.97,0.66,2017,mississippi,0.02,-12.0
280,pacific,0.0,,,,,,,,2017,mississippi,0.02,
281,white,450.0,1282.0,655.0,627.0,0.86,0.02,0.98,0.87,2017,mississippi,0.02,40.0
282,multi,30.0,1179.0,610.0,569.0,0.63,0.1,0.9,0.63,2017,mississippi,0.02,-63.0
283,no_race,18.0,1229.0,638.0,591.0,0.5,0.06,0.94,0.5,2017,mississippi,0.02,-13.0
284,female,406.0,1216.0,627.0,590.0,0.72,0.05,0.94,0.73,2017,mississippi,0.02,-26.0
285,male,310.0,1275.0,645.0,630.0,0.83,0.06,0.93,0.84,2017,mississippi,0.02,33.0
286,total,1990.0,1271.0,640.0,631.0,0.81,0.06,0.93,0.82,2017,missouri,0.03,0.0
287,native,5.0,,,,,,,,2017,missouri,0.03,
288,asian,274.0,1341.0,645.0,697.0,0.9,0.03,0.92,0.95,2017,missouri,0.03,70.0
289,black,166.0,1045.0,535.0,510.0,0.4,0.3,0.68,0.42,2017,missouri,0.03,-226.0
290,latino,98.0,1190.0,608.0,582.0,0.72,0.13,0.86,0.73,2017,missouri,0.03,-81.0
291,pacific,3.0,,,,,,,,2017,missouri,0.03,
292,white,1296.0,1296.0,657.0,639.0,0.86,0.02,0.97,0.87,2017,missouri,0.03,25.0
293,multi,103.0,1285.0,644.0,641.0,0.84,0.02,0.98,0.84,2017,missouri,0.03,14.0
294,no_race,45.0,1123.0,580.0,543.0,0.47,0.18,0.82,0.47,2017,missouri,0.03,-148.0
295,female,1057.0,1250.0,637.0,613.0,0.79,0.05,0.94,0.79,2017,missouri,0.03,-21.0
296,male,933.0,1295.0,643.0,652.0,0.84,0.06,0.92,0.86,2017,missouri,0.03,24.0
297,total,990.0,1196.0,605.0,591.0,0.74,0.06,0.92,0.76,2017,montana,0.1,0.0
298,native,6.0,,,,,,,,2017,montana,0.1,
299,asian,24.0,1184.0,584.0,600.0,0.79,0.04,0.88,0.88,2017,montana,0.1,-12.0
300,black,3.0,,,,,,,,2017,montana,0.1,
301,latino,42.0,1136.0,581.0,555.0,0.62,0.12,0.88,0.62,2017,montana,0.1,-60.0
302,pacific,0.0,,,,,,,,2017,montana,0.1,
303,white,844.0,1198.0,605.0,593.0,0.74,0.05,0.93,0.76,2017,montana,0.1,2.0
304,multi,35.0,1219.0,619.0,600.0,0.83,0.0,0.97,0.86,2017,montana,0.1,23.0
305,no_race,36.0,1241.0,645.0,596.0,0.75,0.06,0.94,0.75,2017,montana,0.1,45.0
306,female,547.0,1177.0,601.0,576.0,0.7,0.06,0.92,0.71,2017,montana,0.1,-19.0
307,male,443.0,1219.0,609.0,610.0,0.78,0.05,0.92,0.82,2017,montana,0.1,23.0
308,total,680.0,1253.0,629.0,625.0,0.79,0.07,0.93,0.8,2017,nebraska,0.03,0.0
309,native,2.0,,,,,,,,2017,nebraska,0.03,
310,asian,97.0,1311.0,634.0,677.0,0.93,0.02,0.98,0.93,2017,nebraska,0.03,58.0
311,black,40.0,1044.0,532.0,512.0,0.43,0.28,0.7,0.45,2017,nebraska,0.03,-209.0
312,latino,47.0,1175.0,588.0,587.0,0.72,0.15,0.85,0.72,2017,nebraska,0.03,-78.0
313,pacific,1.0,,,,,,,,2017,nebraska,0.03,
314,white,454.0,1273.0,642.0,631.0,0.82,0.05,0.94,0.82,2017,nebraska,0.03,20.0
315,multi,23.0,1259.0,636.0,623.0,0.78,0.09,0.91,0.78,2017,nebraska,0.03,6.0
316,no_race,16.0,1089.0,564.0,525.0,0.44,0.19,0.81,0.44,2017,nebraska,0.03,-164.0
317,female,345.0,1225.0,622.0,604.0,0.74,0.06,0.93,0.75,2017,nebraska,0.03,-28.0
318,male,335.0,1282.0,636.0,646.0,0.84,0.08,0.92,0.85,2017,nebraska,0.03,29.0
319,total,6245.0,1116.0,563.0,553.0,0.58,0.14,0.84,0.6,2017,nevada,0.26,0.0
320,native,42.0,1054.0,525.0,529.0,0.45,0.17,0.76,0.52,2017,nevada,0.26,-62.0
321,asian,994.0,1159.0,575.0,584.0,0.67,0.1,0.87,0.71,2017,nevada,0.26,43.0
322,black,458.0,1007.0,517.0,491.0,0.33,0.32,0.67,0.34,2017,nevada,0.26,-109.0
323,latino,1689.0,1057.0,537.0,521.0,0.44,0.21,0.77,0.46,2017,nevada,0.26,-59.0
324,pacific,49.0,1028.0,513.0,515.0,0.43,0.29,0.65,0.49,2017,nevada,0.26,-88.0
325,white,2470.0,1162.0,586.0,576.0,0.7,0.07,0.92,0.71,2017,nevada,0.26,46.0
326,multi,433.0,1132.0,573.0,559.0,0.61,0.13,0.86,0.62,2017,nevada,0.26,16.0
327,no_race,110.0,1029.0,525.0,504.0,0.34,0.27,0.65,0.41,2017,nevada,0.26,-87.0
328,female,3627.0,1097.0,559.0,538.0,0.52,0.15,0.83,0.54,2017,nevada,0.26,-19.0
329,male,2618.0,1143.0,568.0,575.0,0.66,0.13,0.85,0.69,2017,nevada,0.26,27.0
330,total,14758.0,1052.0,532.0,520.0,0.44,0.28,0.7,0.46,2017,new-hampshire,0.96,0.0
331,native,108.0,898.0,457.0,442.0,0.13,0.57,0.41,0.15,2017,new-hampshire,0.96,-154.0
332,asian,549.0,1162.0,562.0,600.0,0.64,0.16,0.8,0.69,2017,new-hampshire,0.96,110.0
333,black,264.0,977.0,494.0,482.0,0.27,0.48,0.5,0.3,2017,new-hampshire,0.96,-75.0
334,latino,775.0,991.0,505.0,487.0,0.34,0.4,0.58,0.35,2017,new-hampshire,0.96,-61.0
335,pacific,5.0,,,,,,,,2017,new-hampshire,0.96,
336,white,11486.0,1067.0,540.0,526.0,0.47,0.24,0.74,0.49,2017,new-hampshire,0.96,15.0
337,multi,354.0,1093.0,556.0,537.0,0.49,0.21,0.78,0.51,2017,new-hampshire,0.96,41.0
338,no_race,1217.0,926.0,470.0,456.0,0.19,0.54,0.44,0.22,2017,new-hampshire,0.96,-126.0
339,female,7218.0,1055.0,540.0,515.0,0.43,0.26,0.73,0.44,2017,new-hampshire,0.96,3.0
340,male,7540.0,1050.0,525.0,525.0,0.46,0.3,0.67,0.48,2017,new-hampshire,0.96,-2.0
341,total,72173.0,1056.0,530.0,526.0,0.46,0.28,0.7,0.49,2017,new-jersey,0.7,0.0
342,native,152.0,994.0,496.0,498.0,0.28,0.41,0.53,0.34,2017,new-jersey,0.7,-62.0
343,asian,5851.0,1165.0,568.0,597.0,0.69,0.14,0.81,0.74,2017,new-jersey,0.7,109.0
344,black,10322.0,940.0,476.0,464.0,0.21,0.51,0.47,0.23,2017,new-jersey,0.7,-116.0
345,latino,17214.0,982.0,493.0,489.0,0.3,0.42,0.55,0.33,2017,new-jersey,0.7,-74.0
346,pacific,56.0,989.0,492.0,498.0,0.36,0.45,0.54,0.38,2017,new-jersey,0.7,-67.0
347,white,33534.0,1116.0,561.0,555.0,0.6,0.14,0.84,0.62,2017,new-jersey,0.7,60.0
348,multi,1671.0,1116.0,563.0,554.0,0.59,0.17,0.81,0.6,2017,new-jersey,0.7,60.0
349,no_race,3373.0,964.0,487.0,477.0,0.26,0.44,0.53,0.28,2017,new-jersey,0.7,-92.0
350,female,37858.0,1044.0,529.0,515.0,0.42,0.28,0.7,0.44,2017,new-jersey,0.7,-12.0
351,male,34315.0,1069.0,530.0,538.0,0.5,0.27,0.7,0.54,2017,new-jersey,0.7,13.0
352,total,2342.0,1138.0,577.0,561.0,0.6,0.14,0.84,0.62,2017,new-mexico,0.11,0.0
353,native,48.0,994.0,494.0,500.0,0.31,0.48,0.46,0.38,2017,new-mexico,0.11,-144.0
354,asian,171.0,1217.0,593.0,624.0,0.75,0.06,0.88,0.81,2017,new-mexico,0.11,79.0
355,black,71.0,1044.0,525.0,519.0,0.48,0.23,0.75,0.51,2017,new-mexico,0.11,-94.0
356,latino,917.0,1090.0,553.0,537.0,0.5,0.2,0.78,0.52,2017,new-mexico,0.11,-48.0
357,pacific,5.0,,,,,,,,2017,new-mexico,0.11,
358,white,971.0,1189.0,606.0,582.0,0.69,0.08,0.91,0.7,2017,new-mexico,0.11,51.0
359,multi,75.0,1134.0,583.0,551.0,0.59,0.07,0.92,0.6,2017,new-mexico,0.11,-4.0
360,no_race,84.0,1080.0,553.0,527.0,0.46,0.2,0.76,0.5,2017,new-mexico,0.11,-58.0
361,female,1291.0,1114.0,570.0,544.0,0.54,0.17,0.82,0.55,2017,new-mexico,0.11,-24.0
362,male,1051.0,1168.0,585.0,582.0,0.67,0.11,0.86,0.7,2017,new-mexico,0.11,30.0
363,total,135141.0,1052.0,528.0,523.0,0.46,0.28,0.7,0.49,2017,new-york,0.67,0.0
364,native,574.0,965.0,486.0,479.0,0.28,0.42,0.54,0.31,2017,new-york,0.67,-87.0
365,asian,13382.0,1134.0,545.0,589.0,0.62,0.17,0.74,0.71,2017,new-york,0.67,82.0
366,black,21404.0,940.0,480.0,460.0,0.2,0.48,0.5,0.22,2017,new-york,0.67,-112.0
367,latino,31392.0,975.0,494.0,481.0,0.28,0.42,0.55,0.31,2017,new-york,0.67,-77.0
368,pacific,130.0,1010.0,506.0,504.0,0.36,0.38,0.61,0.37,2017,new-york,0.67,-42.0
369,white,57928.0,1125.0,566.0,560.0,0.63,0.12,0.86,0.65,2017,new-york,0.67,73.0
370,multi,2946.0,1110.0,560.0,550.0,0.56,0.17,0.8,0.58,2017,new-york,0.67,58.0
371,no_race,7385.0,961.0,485.0,476.0,0.26,0.46,0.51,0.29,2017,new-york,0.67,-91.0
372,female,70875.0,1041.0,528.0,513.0,0.42,0.28,0.7,0.45,2017,new-york,0.67,-11.0
373,male,64266.0,1063.0,528.0,535.0,0.49,0.27,0.69,0.53,2017,new-york,0.67,11.0
374,total,49595.0,1081.0,546.0,535.0,0.5,0.21,0.76,0.52,2017,north-carolina,0.49,0.0
375,native,370.0,990.0,502.0,487.0,0.28,0.37,0.61,0.29,2017,north-carolina,0.49,-91.0
376,asian,2037.0,1169.0,572.0,598.0,0.68,0.13,0.82,0.73,2017,north-carolina,0.49,88.0
377,black,12024.0,954.0,483.0,471.0,0.21,0.46,0.52,0.23,2017,north-carolina,0.49,-127.0
378,latino,4884.0,1047.0,529.0,518.0,0.42,0.25,0.72,0.44,2017,north-carolina,0.49,-34.0
379,pacific,43.0,1039.0,527.0,512.0,0.35,0.21,0.77,0.37,2017,north-carolina,0.49,-42.0
380,white,27196.0,1140.0,576.0,564.0,0.65,0.1,0.88,0.66,2017,north-carolina,0.49,59.0
381,multi,2130.0,1080.0,548.0,532.0,0.49,0.2,0.78,0.51,2017,north-carolina,0.49,-1.0
382,no_race,911.0,1031.0,524.0,506.0,0.37,0.3,0.69,0.39,2017,north-carolina,0.49,-50.0
383,female,27939.0,1068.0,544.0,523.0,0.46,0.22,0.76,0.48,2017,north-carolina,0.49,-13.0
384,male,21656.0,1099.0,548.0,550.0,0.56,0.2,0.77,0.59,2017,north-carolina,0.49,18.0
385,total,123.0,1256.0,635.0,621.0,0.8,0.05,0.93,0.81,2017,north-dakota,0.02,0.0
386,native,4.0,,,,,,,,2017,north-dakota,0.02,
387,asian,10.0,1342.0,661.0,681.0,1.0,0.0,1.0,1.0,2017,north-dakota,0.02,86.0
388,black,3.0,,,,,,,,2017,north-dakota,0.02,
389,latino,7.0,,,,,,,,2017,north-dakota,0.02,
390,pacific,1.0,,,,,,,,2017,north-dakota,0.02,
391,white,88.0,1275.0,645.0,630.0,0.81,0.06,0.94,0.81,2017,north-dakota,0.02,19.0
392,multi,5.0,,,,,,,,2017,north-dakota,0.02,
393,no_race,5.0,,,,,,,,2017,north-dakota,0.02,
394,female,70.0,1230.0,629.0,601.0,0.76,0.04,0.93,0.79,2017,north-dakota,0.02,-26.0
395,male,53.0,1290.0,643.0,647.0,0.85,0.06,0.94,0.85,2017,north-dakota,0.02,34.0
396,total,14545.0,1149.0,578.0,570.0,0.63,0.17,0.81,0.65,2017,ohio,0.12,0.0
397,native,22.0,993.0,500.0,493.0,0.36,0.36,0.59,0.41,2017,ohio,0.12,-156.0
398,asian,1078.0,1282.0,619.0,663.0,0.84,0.06,0.89,0.89,2017,ohio,0.12,133.0
399,black,2307.0,947.0,482.0,465.0,0.23,0.49,0.49,0.24,2017,ohio,0.12,-202.0
400,latino,895.0,1057.0,534.0,522.0,0.46,0.3,0.69,0.47,2017,ohio,0.12,-92.0
401,pacific,14.0,1104.0,563.0,541.0,0.57,0.21,0.79,0.57,2017,ohio,0.12,-45.0
402,white,9273.0,1198.0,604.0,594.0,0.74,0.08,0.9,0.75,2017,ohio,0.12,49.0
403,multi,583.0,1153.0,582.0,571.0,0.64,0.15,0.84,0.64,2017,ohio,0.12,4.0
404,no_race,373.0,1010.0,512.0,498.0,0.37,0.38,0.6,0.39,2017,ohio,0.12,-139.0
405,female,7589.0,1132.0,576.0,557.0,0.59,0.17,0.82,0.61,2017,ohio,0.12,-17.0
406,male,6956.0,1166.0,581.0,585.0,0.68,0.17,0.81,0.7,2017,ohio,0.12,17.0
407,total,2776.0,1047.0,530.0,517.0,0.43,0.39,0.6,0.44,2017,oklahoma,0.07,0.0
408,native,74.0,1034.0,529.0,505.0,0.42,0.31,0.69,0.42,2017,oklahoma,0.07,-13.0
409,asian,233.0,1257.0,613.0,643.0,0.78,0.12,0.85,0.81,2017,oklahoma,0.07,210.0
410,black,412.0,868.0,440.0,428.0,0.11,0.7,0.29,0.11,2017,oklahoma,0.07,-179.0
411,latino,849.0,897.0,453.0,444.0,0.17,0.64,0.35,0.18,2017,oklahoma,0.07,-150.0
412,pacific,5.0,,,,,,,,2017,oklahoma,0.07,
413,white,927.0,1205.0,615.0,590.0,0.7,0.1,0.89,0.71,2017,oklahoma,0.07,158.0
414,multi,209.0,1109.0,568.0,542.0,0.53,0.27,0.73,0.53,2017,oklahoma,0.07,62.0
415,no_race,67.0,967.0,482.0,484.0,0.33,0.49,0.46,0.37,2017,oklahoma,0.07,-80.0
416,female,1483.0,1037.0,531.0,506.0,0.41,0.38,0.61,0.41,2017,oklahoma,0.07,-10.0
417,male,1293.0,1058.0,529.0,530.0,0.45,0.39,0.6,0.47,2017,oklahoma,0.07,11.0
418,total,15866.0,1108.0,560.0,548.0,0.56,0.17,0.81,0.58,2017,oregon,0.43,0.0
419,native,138.0,987.0,497.0,491.0,0.29,0.4,0.57,0.32,2017,oregon,0.43,-121.0
420,asian,1179.0,1158.0,565.0,594.0,0.65,0.11,0.81,0.73,2017,oregon,0.43,50.0
421,black,328.0,976.0,496.0,480.0,0.26,0.4,0.57,0.29,2017,oregon,0.43,-132.0
422,latino,2352.0,1009.0,510.0,500.0,0.34,0.34,0.63,0.37,2017,oregon,0.43,-99.0
423,pacific,67.0,990.0,505.0,486.0,0.24,0.31,0.63,0.3,2017,oregon,0.43,-118.0
424,white,10383.0,1130.0,573.0,557.0,0.61,0.12,0.86,0.63,2017,oregon,0.43,22.0
425,multi,950.0,1129.0,573.0,556.0,0.59,0.15,0.84,0.61,2017,oregon,0.43,21.0
426,no_race,469.0,1086.0,553.0,533.0,0.49,0.21,0.77,0.51,2017,oregon,0.43,-22.0
427,female,8793.0,1090.0,558.0,533.0,0.5,0.18,0.81,0.51,2017,oregon,0.43,-18.0
428,male,7073.0,1129.0,563.0,566.0,0.63,0.15,0.81,0.66,2017,oregon,0.43,21.0
429,total,89218.0,1071.0,540.0,531.0,0.49,0.23,0.75,0.51,2017,pennsylvania,0.65,0.0
430,native,184.0,966.0,489.0,477.0,0.27,0.39,0.58,0.3,2017,pennsylvania,0.65,-105.0
431,asian,4210.0,1140.0,550.0,590.0,0.63,0.17,0.76,0.7,2017,pennsylvania,0.65,69.0
432,black,9953.0,919.0,466.0,453.0,0.17,0.56,0.42,0.19,2017,pennsylvania,0.65,-152.0
433,latino,7234.0,981.0,497.0,484.0,0.29,0.41,0.57,0.31,2017,pennsylvania,0.65,-90.0
434,pacific,47.0,1090.0,559.0,531.0,0.53,0.13,0.85,0.55,2017,pennsylvania,0.65,19.0
435,white,62068.0,1107.0,559.0,548.0,0.57,0.15,0.83,0.59,2017,pennsylvania,0.65,36.0
436,multi,2487.0,1075.0,545.0,530.0,0.47,0.22,0.76,0.49,2017,pennsylvania,0.65,4.0
437,no_race,3035.0,944.0,480.0,464.0,0.25,0.48,0.49,0.27,2017,pennsylvania,0.65,-127.0
438,female,47853.0,1056.0,538.0,518.0,0.44,0.24,0.75,0.46,2017,pennsylvania,0.65,-15.0
439,male,41365.0,1088.0,542.0,546.0,0.55,0.22,0.75,0.58,2017,pennsylvania,0.65,17.0
440,total,7205.0,1062.0,539.0,524.0,0.46,0.26,0.73,0.48,2017,rhode-island,0.71,0.0
441,native,29.0,967.0,488.0,479.0,0.14,0.45,0.52,0.17,2017,rhode-island,0.71,-95.0
442,asian,309.0,1136.0,551.0,585.0,0.57,0.2,0.75,0.62,2017,rhode-island,0.71,74.0
443,black,550.0,927.0,471.0,456.0,0.19,0.54,0.44,0.21,2017,rhode-island,0.71,-135.0
444,latino,1315.0,936.0,473.0,463.0,0.22,0.54,0.45,0.24,2017,rhode-island,0.71,-126.0
445,pacific,5.0,,,,,,,,2017,rhode-island,0.71,
446,white,4471.0,1117.0,568.0,549.0,0.57,0.13,0.85,0.58,2017,rhode-island,0.71,55.0
447,multi,246.0,1070.0,549.0,521.0,0.47,0.2,0.79,0.48,2017,rhode-island,0.71,8.0
448,no_race,280.0,970.0,496.0,475.0,0.29,0.47,0.52,0.3,2017,rhode-island,0.71,-92.0
449,female,3918.0,1048.0,537.0,511.0,0.42,0.26,0.72,0.43,2017,rhode-island,0.71,-14.0
450,male,3287.0,1080.0,541.0,539.0,0.51,0.25,0.73,0.54,2017,rhode-island,0.71,18.0
451,total,22292.0,1064.0,543.0,521.0,0.45,0.23,0.75,0.46,2017,south-carolina,0.5,0.0
452,native,82.0,1014.0,516.0,498.0,0.34,0.33,0.65,0.37,2017,south-carolina,0.5,-50.0
453,asian,631.0,1168.0,572.0,597.0,0.68,0.1,0.84,0.73,2017,south-carolina,0.5,104.0
454,black,5580.0,935.0,479.0,457.0,0.16,0.51,0.48,0.17,2017,south-carolina,0.5,-129.0
455,latino,1334.0,1051.0,536.0,514.0,0.42,0.24,0.74,0.44,2017,south-carolina,0.5,-13.0
456,pacific,21.0,1039.0,525.0,513.0,0.38,0.24,0.76,0.38,2017,south-carolina,0.5,-25.0
457,white,13456.0,1114.0,569.0,545.0,0.57,0.13,0.86,0.58,2017,south-carolina,0.5,50.0
458,multi,780.0,1083.0,556.0,527.0,0.48,0.17,0.81,0.49,2017,south-carolina,0.5,19.0
459,no_race,408.0,1019.0,524.0,495.0,0.32,0.29,0.69,0.34,2017,south-carolina,0.5,-45.0
460,female,12570.0,1052.0,542.0,509.0,0.4,0.24,0.75,0.41,2017,south-carolina,0.5,-12.0
461,male,9722.0,1079.0,543.0,536.0,0.51,0.23,0.75,0.53,2017,south-carolina,0.5,15.0
462,total,237.0,1216.0,612.0,603.0,0.75,0.1,0.89,0.76,2017,south-dakota,0.03,0.0
463,native,3.0,,,,,,,,2017,south-dakota,0.03,
464,asian,14.0,1249.0,585.0,664.0,0.79,0.07,0.86,0.86,2017,south-dakota,0.03,33.0
465,black,16.0,1059.0,538.0,521.0,0.38,0.31,0.69,0.38,2017,south-dakota,0.03,-157.0
466,latino,14.0,1049.0,534.0,515.0,0.5,0.36,0.64,0.5,2017,south-dakota,0.03,-167.0
467,pacific,0.0,,,,,,,,2017,south-dakota,0.03,
468,white,158.0,1263.0,638.0,625.0,0.84,0.06,0.94,0.84,2017,south-dakota,0.03,47.0
469,multi,15.0,1103.0,555.0,547.0,0.47,0.07,0.87,0.53,2017,south-dakota,0.03,-113.0
470,no_race,17.0,1154.0,591.0,563.0,0.65,0.18,0.82,0.65,2017,south-dakota,0.03,-62.0
471,female,125.0,1179.0,600.0,579.0,0.7,0.14,0.85,0.72,2017,south-dakota,0.03,-37.0
472,male,112.0,1257.0,626.0,630.0,0.8,0.06,0.94,0.8,2017,south-dakota,0.03,41.0
473,total,3495.0,1228.0,623.0,604.0,0.76,0.07,0.92,0.77,2017,tennessee,0.05,0.0
474,native,9.0,,,,,,,,2017,tennessee,0.05,
475,asian,364.0,1315.0,641.0,674.0,0.88,0.04,0.93,0.91,2017,tennessee,0.05,87.0
476,black,318.0,1072.0,552.0,521.0,0.47,0.17,0.82,0.48,2017,tennessee,0.05,-156.0
477,latino,221.0,1149.0,587.0,562.0,0.61,0.14,0.85,0.61,2017,tennessee,0.05,-79.0
478,pacific,4.0,,,,,,,,2017,tennessee,0.05,
479,white,2380.0,1248.0,636.0,611.0,0.8,0.04,0.95,0.81,2017,tennessee,0.05,20.0
480,multi,113.0,1228.0,629.0,599.0,0.7,0.06,0.92,0.72,2017,tennessee,0.05,0.0
481,no_race,86.0,1085.0,555.0,530.0,0.48,0.23,0.76,0.49,2017,tennessee,0.05,-143.0
482,female,1805.0,1210.0,623.0,588.0,0.73,0.06,0.94,0.73,2017,tennessee,0.05,-18.0
483,male,1690.0,1246.0,624.0,622.0,0.79,0.07,0.91,0.8,2017,tennessee,0.05,18.0
484,total,204409.0,1020.0,513.0,507.0,0.38,0.35,0.63,0.41,2017,texas,0.62,0.0
485,native,850.0,985.0,495.0,490.0,0.32,0.4,0.58,0.34,2017,texas,0.62,-35.0
486,asian,11643.0,1177.0,575.0,602.0,0.7,0.13,0.82,0.75,2017,texas,0.62,157.0
487,black,26201.0,936.0,473.0,462.0,0.2,0.51,0.47,0.22,2017,texas,0.62,-84.0
488,latino,93602.0,965.0,484.0,481.0,0.27,0.45,0.52,0.3,2017,texas,0.62,-55.0
489,pacific,231.0,1025.0,515.0,510.0,0.41,0.32,0.65,0.44,2017,texas,0.62,5.0
490,white,61051.0,1114.0,563.0,551.0,0.58,0.16,0.82,0.6,2017,texas,0.62,94.0
491,multi,4635.0,1112.0,563.0,549.0,0.58,0.17,0.82,0.6,2017,texas,0.62,92.0
492,no_race,6196.0,917.0,463.0,455.0,0.16,0.55,0.42,0.18,2017,texas,0.62,-103.0
493,female,108882.0,1013.0,514.0,499.0,0.35,0.35,0.63,0.37,2017,texas,0.62,-7.0
494,male,95527.0,1028.0,511.0,516.0,0.42,0.35,0.62,0.45,2017,texas,0.62,8.0
495,total,1277.0,1238.0,624.0,614.0,0.77,0.06,0.92,0.79,2017,utah,0.03,0.0
496,native,4.0,,,,,,,,2017,utah,0.03,
497,asian,144.0,1236.0,587.0,649.0,0.72,0.07,0.78,0.87,2017,utah,0.03,-2.0
498,black,28.0,1085.0,550.0,535.0,0.46,0.21,0.75,0.5,2017,utah,0.03,-153.0
499,latino,121.0,1166.0,593.0,573.0,0.65,0.12,0.87,0.66,2017,utah,0.03,-72.0
500,pacific,6.0,,,,,,,,2017,utah,0.03,
501,white,831.0,1269.0,645.0,624.0,0.83,0.02,0.97,0.83,2017,utah,0.03,31.0
502,multi,71.0,1274.0,641.0,632.0,0.8,0.06,0.93,0.82,2017,utah,0.03,36.0
503,no_race,72.0,1061.0,546.0,516.0,0.43,0.24,0.74,0.46,2017,utah,0.03,-177.0
504,female,675.0,1219.0,622.0,597.0,0.74,0.05,0.94,0.75,2017,utah,0.03,-19.0
505,male,602.0,1260.0,627.0,633.0,0.8,0.07,0.9,0.83,2017,utah,0.03,22.0
506,total,4303.0,1114.0,562.0,551.0,0.58,0.16,0.82,0.61,2017,vermont,0.6,0.0
507,native,13.0,980.0,502.0,478.0,0.08,0.31,0.62,0.15,2017,vermont,0.6,-134.0
508,asian,197.0,1134.0,532.0,602.0,0.62,0.13,0.72,0.77,2017,vermont,0.6,20.0
509,black,112.0,948.0,483.0,465.0,0.24,0.49,0.5,0.25,2017,vermont,0.6,-166.0
510,latino,128.0,1103.0,563.0,540.0,0.52,0.13,0.85,0.53,2017,vermont,0.6,-11.0
511,pacific,1.0,,,,,,,,2017,vermont,0.6,
512,white,3617.0,1120.0,567.0,553.0,0.6,0.14,0.84,0.62,2017,vermont,0.6,6.0
513,multi,123.0,1123.0,574.0,549.0,0.59,0.14,0.85,0.61,2017,vermont,0.6,9.0
514,no_race,112.0,1038.0,529.0,509.0,0.44,0.3,0.68,0.46,2017,vermont,0.6,-76.0
515,female,2289.0,1102.0,563.0,539.0,0.54,0.16,0.82,0.56,2017,vermont,0.6,-12.0
516,male,2014.0,1127.0,561.0,565.0,0.62,0.15,0.81,0.66,2017,vermont,0.6,13.0
517,total,57453.0,1102.0,561.0,541.0,0.53,0.18,0.81,0.55,2017,virginia,0.65,0.0
518,native,149.0,1049.0,537.0,512.0,0.44,0.19,0.81,0.44,2017,virginia,0.65,-53.0
519,asian,4498.0,1202.0,590.0,611.0,0.74,0.08,0.88,0.78,2017,virginia,0.65,100.0
520,black,11324.0,962.0,493.0,469.0,0.22,0.43,0.56,0.23,2017,virginia,0.65,-140.0
521,latino,6001.0,1063.0,542.0,521.0,0.45,0.22,0.76,0.47,2017,virginia,0.65,-39.0
522,pacific,84.0,1081.0,543.0,539.0,0.52,0.27,0.71,0.54,2017,virginia,0.65,-21.0
523,white,30781.0,1149.0,586.0,562.0,0.64,0.09,0.9,0.65,2017,virginia,0.65,47.0
524,multi,3364.0,1106.0,565.0,541.0,0.52,0.16,0.83,0.54,2017,virginia,0.65,4.0
525,no_race,1252.0,1033.0,529.0,504.0,0.4,0.3,0.69,0.41,2017,virginia,0.65,-69.0
526,female,30683.0,1090.0,561.0,529.0,0.49,0.18,0.81,0.5,2017,virginia,0.65,-12.0
527,male,26770.0,1116.0,561.0,554.0,0.58,0.18,0.8,0.6,2017,virginia,0.65,14.0
528,total,43911.0,1075.0,541.0,534.0,0.5,0.24,0.73,0.53,2017,washington,0.64,0.0
529,native,434.0,978.0,491.0,488.0,0.3,0.41,0.55,0.34,2017,washington,0.64,-97.0
530,asian,4715.0,1122.0,549.0,574.0,0.6,0.19,0.74,0.66,2017,washington,0.64,47.0
531,black,2248.0,934.0,472.0,462.0,0.21,0.51,0.47,0.23,2017,washington,0.64,-141.0
532,latino,7192.0,974.0,490.0,484.0,0.28,0.45,0.53,0.31,2017,washington,0.64,-101.0
533,pacific,404.0,929.0,462.0,467.0,0.23,0.55,0.4,0.27,2017,washington,0.64,-146.0
534,white,23937.0,1122.0,567.0,555.0,0.6,0.14,0.84,0.62,2017,washington,0.64,47.0
535,multi,2720.0,1108.0,559.0,549.0,0.57,0.17,0.81,0.59,2017,washington,0.64,33.0
536,no_race,2261.0,955.0,482.0,474.0,0.27,0.47,0.51,0.3,2017,washington,0.64,-120.0
